Type	|V|   	|E|   	dmax   	davg   	r   	|T|   	Tavg   	Tmax   	κavg   	κ   	K   	ωheu   	Size	Download
misc	16K	500K	88	61	0.65	17M	1K	2K	0.55	0.53	42	24	5 MB	    Download
misc	88K	342K	10	7	0.06	1M	14	20	0.61	0.49	6	6	2 MB	    Download
misc	100	296	8	5	-0.46	784	7	10	0.68	0.47	4	3	2 KB	    Download
misc	1K	3K	8	5	-0.50	8K	7	10	0.68	0.47	4	3	13 KB	    Download
misc	2K	6K	8	5	-0.50	16K	7	10	0.68	0.47	4	3	26 KB	    Download
misc	500	1K	8	5	-0.49	4K	7	10	0.68	0.47	4	3	7 KB	    Download
misc	5K	15K	8	5	-0.50	40K	7	10	0.68	0.47	4	3	63 KB	    Download
misc	86K	167K	4	3	0.36	135	-	1	0.00	0.00	4	3	700 KB	    Download
misc	36K	332K	164	18	0.57	353K	9	254	0.07	0.02	47	5	2 MB	    Download
misc	36K	219K	68	12	0.51	204K	5	86	0.08	0.06	19	5	1 MB	    Download
misc	3K	31K	473	20	0.05	853K	290	15K	0.40	0.25	56	20	81 KB	    Download
misc	5K	7K	19	2	0.00	2K	-	21	0.08	0.10	6	6	24 KB	    Download
misc	18	75	16	8	-0.21	418	23	55	0.74	0.62	8	6	3 KB	    Download
misc	899	34K	2K	74	0.10	988K	1K	57K	0.19	0.09	182	6	199 KB	    Download
misc	2K	60K	2K	63	-0.01	2M	920	80K	0.31	0.09	198	93	344 KB	    Download
misc	2K	28K	596	35	-0.12	2M	1K	31K	0.57	0.41	121	54	128 KB	    Download
misc	15K	958K	242	123	0.17	70M	5K	11K	0.61	0.53	81	60	2 MB	    Download
misc	3K	90K	2K	71	-0.25	9M	3K	81K	0.37	0.32	193	77	574 KB	    Download
misc	-	-	-	-	-	-	-	-	-	-	-	-	1 GB	    Download
misc	-	-	-	-	-	-	-	-	-	-	-	-	56 MB	    Download
misc	1K	6K	24	11	0.31	3K	3	24	0.05	0.05	11	5	29 KB	    Download
misc	886	5K	26	11	0.17	4K	4	52	0.06	0.07	11	5	25 KB	    Download
misc	2K	12K	12	10	0.71	-	-	-	-	-	7	2	51 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	9 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	10 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	10 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	10 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	10 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	11 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	10 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	10 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	10 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	10 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	10 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	10 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	10 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	10 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	10 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	10 KB	    Download
misc	430	1K	24	5	-0.06	816	1	8	0.13	0.12	5	3	10 KB	    Download
misc	430	1K	24	5	-0.03	1K	2	16	0.15	0.14	7	5	11 KB	    Download
misc	48	98	19	4	-0.29	-	-	-	-	-	5	3	1 KB	    Download
misc	63	110	10	3	-0.30	-	-	-	-	-	4	2	1 KB	    Download
misc	19K	108K	1K	11	-0.60	-	-	-	-	-	10	2	289 KB	    Download
misc	334	2K	67	11	-0.30	-	-	-	-	-	11	2	6 KB	    Download
misc	523	2K	112	7	-0.22	-	-	-	-	-	19	3	7 KB	    Download
misc	543	2K	105	7	-0.17	-	-	-	-	-	21	3	7 KB	    Download
misc	10K	54K	500	11	-0.59	-	-	-	-	-	10	2	141 KB	    Download
misc	724	2K	143	4	-0.15	-	-	-	-	-	4	2	8 KB	    Download
misc	4K	9K	546	5	-0.10	-	-	-	-	-	5	2	35 KB	    Download
misc	11K	40K	103	7	-0.01	3K	-	40	0.01	0.01	8	4	131 KB	    Download
misc	9K	32K	88	7	0.01	3K	-	191	0.01	0.01	10	4	103 KB	    Download
misc	9K	32K	115	7	0.05	3K	-	305	0.01	0.01	10	4	102 KB	    Download
misc	6K	21K	97	6	0.04	7K	1	202	0.01	0.02	11	5	65 KB	    Download
misc	8K	26K	102	6	0.03	7K	-	211	0.01	0.02	11	5	82 KB	    Download
misc	27K	65K	355	4	-0.01	3K	-	71	0.01	0.00	6	4	224 KB	    Download
misc	23K	55K	66	4	-0.17	2K	-	11	0.01	0.00	6	4	186 KB	    Download
misc	37K	88K	55	4	-0.10	5K	-	34	0.01	0.01	8	4	303 KB	    Download
misc	63K	148K	95	4	-0.09	6K	-	17	0.01	0.00	7	4	518 KB	    Download
misc	8K	18K	6K	4	-0.49	-	-	-	-	-	4	3	80 KB	    Download
misc	2M	17M	18	16	0.60	111M	51	60	0.41	0.40	10	4	42 MB	    Download
misc	156K	5M	14K	67	0.00	172M	1K	342K	0.46	0.34	47	14	25 MB	    Download
misc	153K	5M	12K	67	0.00	169M	1K	239K	0.46	0.36	47	13	30 MB	    Download
misc	156K	5M	14K	67	0.00	172M	1K	342K	0.46	0.34	47	14	24 MB	    Download
misc	156K	5M	14K	67	0.00	172M	1K	342K	0.46	0.34	47	14	24 MB	    Download
misc	156K	5M	14K	67	0.00	172M	1K	342K	0.46	0.34	47	14	24 MB	    Download
misc	156K	5M	14K	67	0.00	172M	1K	342K	0.46	0.34	47	14	25 MB	    Download
misc	156K	5M	14K	67	0.00	172M	1K	342K	0.46	0.34	47	14	25 MB	    Download
misc	526K	2M	6	5	0.50	3M	5	6	0.40	0.40	4	3	12 MB	    Download
misc	-	-	-	-	-	-	-	-	-	-	-	-	73 MB	    Download
misc	4M	15M	776	3.99	-	-	-	-	-	-	-	-	73 MB	    Download
misc	241K	561K	212	4	0.15	291K	1	389	0.05	0.05	25	6	3 MB	    Download
misc	19K	5M	6K	483	-0.11	3B	179K	2M	0.74	0.95	755	755	11 MB	    Download
misc	3K	20K	2K	14	-0.13	96K	34	10K	0.16	0.04	20	9	59 KB	    Download
misc	8K	57K	6K	14	-0.10	165K	21	36K	0.19	0.01	22	7	167 KB	    Download
misc	14K	477K	80	68	0.39	16M	1K	1K	0.51	0.48	39	24	912 KB	    Download
misc	25K	863K	80	69	0.41	29M	1K	1K	0.50	0.48	39	24	2 MB	    Download
misc	52K	1M	206	50	0.19	39M	743	3K	0.60	0.53	47	24	3 MB	    Download
misc	36K	2M	203	118	0.46	145M	4K	9K	0.57	0.53	75	45	18 MB	    Download
misc	225	840	8	7	0.61	-	-	-	-	-	5	2	10 KB	    Download
misc	3K	12K	8	7	0.65	-	-	-	-	-	5	2	114 KB	    Download
misc	900	3K	8	7	0.64	-	-	-	-	-	5	2	38 KB	    Download
misc	515K	1M	104	4	-0.24	132	-	4	0.00	0.00	4	3	4 MB	    Download
misc	158K	341K	99	4	-0.28	63	-	2	0.00	0.00	4	3	1 MB	    Download
misc	218K	467K	99	4	-0.28	69	-	2	0.00	0.00	4	3	2 MB	    Download
misc	276K	591K	99	4	-0.27	76	-	3	0.00	0.00	4	3	2 MB	    Download
misc	336K	720K	99	4	-0.26	81	-	3	0.00	0.00	4	3	3 MB	    Download
misc	390K	833K	98	4	-0.26	64	-	3	0.00	0.00	4	3	3 MB	    Download
misc	435K	928K	99	4	-0.25	54	-	3	0.00	0.00	4	3	4 MB	    Download
misc	475K	1M	99	4	-0.24	57	-	3	0.00	0.00	4	3	4 MB	    Download
misc	17K	67K	96	8	-0.25	31K	1	43	0.09	0.03	9	3	229 KB	    Download
misc	12K	68K	18	11	0.21	266K	22	36	0.37	0.36	9	5	240 KB	    Download
misc	418K	4M	46K	21	-0.09	160M	382	2M	0.16	0.01	249	33	40 MB	    Download
misc	-	-	-	-	-	-	-	-	-	-	-	-	14 MB	    Download
misc	-	-	-	-	-	-	-	-	-	-	-	-	24 MB	    Download
misc	2K	25K	272	13.49	-0.02	50K	27.05	2K	0.14	0.09	20	16	34 KB	    Download
misc	2K	33K	273	13.71	-	160K	65.87	3K	0.54	0.23	24	30	44 KB	    Download
misc	10K	31K	40	6	-0.46	237	-	4	0.00	0.00	6	3	102 KB	    Download
misc	75K	261K	54	6	-0.12	634K	8	78	0.50	0.21	7	6	875 KB	    Download
misc	13K	18K	578	2	-0.06	-	-	-	-	-	3	2	72 KB	    Download
misc	1K	12K	81	17	-0.48	9K	6	402	0.02	0.02	12	6	143 KB	    Download
misc	4K	37K	153	16	-0.48	18K	3	770	0.01	0.01	11	6	369 KB	    Download
misc	-	-	-	-	-	-	-	-	-	-	-	-	7 MB	    Download
misc	-	-	-	-	-	-	-	-	-	-	-	-	3 MB	    Download
misc	-	-	-	-	-	-	-	-	-	-	-	-	3 MB	    Download
misc	2K	98K	124	96	0.87	8M	4K	5K	0.70	0.76	79	40	789 KB	    Download
misc	102	204	5	4	-0.50	4	-	2	0.01	0.01	4	3	3 KB	    Download
misc	22K	479K	125	43	0.40	12M	555	2K	0.62	0.49	36	12	1 MB	    Download
misc	11K	400K	155	74	0.39	22M	2K	6K	0.65	0.64	72	72	869 KB	    Download
misc	63K	2M	89	48	0.67	44M	702	1K	0.60	0.58	36	18	3 MB	    Download
misc	56K	2M	4K	74	-0.08	120M	2K	129K	0.74	0.24	78	54	5 MB	    Download
misc	37K	1M	125	58	0.24	33M	895	2K	0.58	0.45	48	24	2 MB	    Download
misc	43K	1M	125	58	0.25	39M	901	2K	0.58	0.45	48	24	3 MB	    Download
misc	17K	1M	266	142	0.06	95M	6K	12K	0.61	0.47	87	63	3 MB	    Download
misc	22K	2M	266	144	0.06	127M	6K	12K	0.61	0.47	87	63	4 MB	    Download
misc	34K	775K	83	45	0.79	22M	645	1K	0.61	0.58	36	18	2 MB	    Download
misc	81K	2M	89	52	0.38	63M	785	2K	0.58	0.57	36	24	4 MB	    Download
misc	88K	3M	131	58	0.28	80M	907	3K	0.59	0.46	48	24	5 MB	    Download
misc	95K	4M	4K	78	-0.09	212M	2K	144K	0.80	0.16	69	12	8 MB	    Download
misc	95K	3M	299	68	-0.04	135M	1K	9K	0.65	0.50	42	36	7 MB	    Download
misc	152K	7M	332	96	0.57	411M	3K	15K	0.50	0.47	81	54	16 MB	    Download
misc	2K	15K	18	15	0.46	122K	63	75	0.54	0.52	10	7	207 KB	    Download
misc	362	3K	18	14	0.48	21K	58	75	0.56	0.53	10	7	38 KB	    Download
misc	1K	15K	43	22	0.46	189K	147	213	0.59	0.56	15	10	91 KB	    Download
misc	5K	11K	18	4	-0.27	12	-	1	0.00	0.00	4	3	45 KB	    Download
misc	23K	664K	107	58	0.48	18M	814	2K	0.41	0.39	44	24	1 MB	    Download
misc	2K	5K	6	5	-0.07	7K	3	4	0.42	0.34	4	3	54 KB	    Download
misc	362	880	6	4	0.00	1K	3	4	0.44	0.34	4	3	11 KB	    Download
misc	70K	143K	38	4	-0.20	214	-	11	0.00	0.00	5	4	498 KB	    Download
misc	367	2K	16	11	0.08	8K	21	32	0.39	0.36	7	5	29 KB	    Download
misc	14K	339K	218	50	-0.05	8M	628	4K	0.53	0.39	31	10	4 MB	    Download
misc	86K	2M	288	53	-0.08	59M	693	5K	0.52	0.38	33	10	30 MB	    Download
misc	1K	19K	467	25	-0.20	459K	308	9K	0.31	0.25	44	19	49 KB	    Download
misc	105	441	25	8	-0.13	2K	16	76	0.49	0.35	7	6	2 KB	    Download
misc	4K	4K	66	2	-0.29	692	-	8	0.05	0.02	6	4	33 KB	    Download
misc	17K	21K	345	2	-0.11	5K	-	91	0.06	0.01	7	5	175 KB	    Download
misc	34K	39K	303	2	-0.17	7K	-	117	0.04	0.01	7	5	322 KB	    Download
misc	16K	17K	492	2	-0.18	3K	-	89	0.05	0.01	7	4	126 KB	    Download
misc	30	150	16	10	0.11	636	21	29	0.52	0.44	8	5	3 KB	    Download
misc	1K	8K	44	13	-0.09	35K	28	154	0.44	0.27	11	6	68 KB	    Download
misc	532	3K	17	11	0.45	12K	23	33	0.36	0.36	8	4	31 KB	    Download
misc	5K	7K	19	2	0.00	2K	-	21	0.08	0.10	6	6	23 KB	    Download
misc	16K	52K	79	6	0.40	200K	12	245	0.67	0.36	11	6	534 KB	    Download
misc	659K	6M	1K	17	-0.12	22M	33	7K	0.25	0.03	27	8	33 MB	    Download
misc	11K	20K	2K	3	-0.37	18	-	1	0.00	0.00	3	3	66 KB	    Download
misc	46	84	12	3	-0.64	40	-	10	0.15	0.08	3	3	1 KB	    Download
misc	415	2K	16	11	0.03	9K	22	32	0.38	0.36	9	3	28 KB	    Download
misc	2K	9K	27	9	-0.16	297	-	9	0.00	0.00	7	3	40 KB	    Download
misc	3K	540K	5K	343	-0.15	171M	55K	947K	0.67	0.37	371	140	2 MB	    Download
misc	3K	540K	5K	343	-0.15	171M	55K	947K	0.67	0.37	371	140	4 MB	    Download
misc	3K	540K	5K	343	-0.15	171M	55K	947K	0.67	0.37	371	140	4 MB	    Download
misc	27K	102K	72	7	-0.28	570	-	41	0.00	0.00	6	4	851 KB	    Download
misc	14K	57K	42	8	-0.08	717	-	12	0.00	0.00	6	3	604 KB	    Download
misc	29K	115K	80	8	-0.29	780	-	34	0.00	0.00	6	5	943 KB	    Download
misc	37K	145K	15	7	0.17	432K	11	27	0.43	0.43	6	4	372 KB	    Download
misc	218K	6M	179	52	0.20	171M	784	2K	0.58	0.58	36	18	56 MB	    Download
misc	66K	797K	26	24	0.46	8M	119	132	0.44	0.42	14	8	3 MB	    Download
misc	66K	797K	26	24	0.46	8M	119	132	0.44	0.42	14	8	3 MB	    Download
misc	3K	230K	182	181	0.99	41M	16K	16K	0.98	0.98	182	181	1 MB	    Download
misc	324	13K	82	81	0.98	1M	3K	3K	0.96	0.96	82	81	79 KB	    Download
misc	1K	5K	24	6	-0.04	1K	-	12	0.03	0.03	9	4	28 KB	    Download
misc	768	2K	21	6	-0.04	1K	1	24	0.07	0.07	11	5	15 KB	    Download
misc	882	3K	26	6	-0.06	1K	1	20	0.06	0.05	9	5	17 KB	    Download
misc	2K	4K	200	4	-0.11	96	-	13	0.00	0.00	4	3	18 KB	    Download
misc	20K	15K	3	1	1	-	-	-	-	-	2	2	80 KB	    Download
misc	10K	99K	500	20	-0.74	-	-	-	-	-	20	2	224 KB	    Download
misc	1K	13K	54	25	-0.09	46K	43	458	0.13	0.13	19	10	133 KB	    Download
misc	-	-	-	-	-	-	-	-	-	-	-	-	377 KB	    Download
misc	3K	291K	214	179	0.49	27M	8K	11K	0.51	0.48	119	32	3 MB	    Download
misc	3K	291K	214	179	0.49	27M	8K	11K	0.51	0.48	119	32	3 MB	    Download
misc	21K	1M	158	138	0.47	120M	6K	6K	0.60	0.59	79	32	11 MB	    Download
misc	20K	654K	176	66	0.29	22M	1K	3K	0.52	0.48	39	24	7 MB	    Download
misc	6K	162K	77	51	0.33	5M	768	1K	0.59	0.59	36	24	1 MB	    Download
misc	3K	134K	181	79	0.17	6M	2K	4K	0.55	0.49	47	24	975 KB	    Download
misc	923K	8M	73K	17	-0.77	-	-	-	-	-	13	2	20 MB	    Download
misc	1M	11M	56K	20	-0.60	-	-	-	-	-	13	3	27 MB	    Download
misc	64K	409K	8K	12	-0.43	-	-	-	-	-	12	2	991 KB	    Download
misc	48K	315K	8K	13	-0.39	-	-	-	-	-	11	3	764 KB	    Download
misc	56K	402K	9K	14	-0.40	-	-	-	-	-	13	3	973 KB	    Download
misc	1K	4K	10	5	-0.25	7K	5	10	0.47	0.37	4	3	52 KB	    Download
misc	20K	60K	10	5	-0.42	118K	5	10	0.47	0.36	5	3	530 KB	    Download
misc	5K	15K	10	5	-0.36	29K	5	10	0.47	0.36	4	3	159 KB	    Download
misc	80K	237K	10	5	-0.45	470K	5	10	0.47	0.35	5	3	2 MB	    Download
misc	7K	37K	3K	10	-0.16	180K	26	8K	0.48	0.02	13	6	99 KB	    Download
misc	2K	5K	540	4	-0.16	8K	4	762	0.59	0.03	4	5	17 KB	    Download
misc	8K	25K	102	6	-0.02	30K	3	4	0.31	0.19	5	3	129 KB	    Download
misc	1K	9K	1K	16	-0.21	64K	61	8K	0.50	0.04	13	6	52 KB	    Download
misc	301	1K	50	7	-0.02	3K	8	14	0.51	0.30	7	5	7 KB	    Download
misc	11K	18K	61	3	-0.01	11K	-	1	0.44	0.22	3	3	80 KB	    Download
misc	15K	25K	71	3	-0.01	15K	-	1	0.44	0.22	3	3	109 KB	    Download
misc	19K	32K	81	3	-0.01	19K	-	1	0.44	0.22	3	3	143 KB	    Download
misc	24K	41K	91	3	-0.01	24K	-	1	0.44	0.22	3	3	182 KB	    Download
misc	30K	50K	101	3	-0.01	30K	-	1	0.44	0.22	3	3	225 KB	    Download
misc	135	680	72	10	-0.09	4K	28	231	0.60	0.43	9	7	4 KB	    Download
misc	2K	11K	2K	11	-0.28	63K	33	6K	0.46	0.01	19	9	55 KB	    Download
misc	8K	41K	11K	10	-0.23	204K	26	38K	0.62	0.00	15	9	199 KB	    Download
misc	180	1K	324	14	-0.29	11K	58	2K	0.58	0.10	13	7	9 KB	    Download
misc	37K	406K	6K	21	-0.04	6M	173	57K	0.33	0.10	27	10	3 MB	    Download
misc	94K	549K	58K	11	0.18	3M	31	329K	0.42	0.00	21	9	3 MB	    Download
misc	94K	549K	58K	11	0.18	3M	31	329K	0.42	0.00	21	9	4 MB	    Download
misc	94K	393K	57K	8	0.22	2M	17	194K	0.51	0.00	12	6	3 MB	    Download
misc	1K	4K	674	7	-0.12	15K	12	2K	0.35	0.05	11	5	23 KB	    Download
misc	87K	520K	58K	11	0.20	3M	33	329K	0.42	0.00	21	9	5 MB	    Download
misc	412K	1M	219K	7	-	3M	7	461K	0.29	0.00	8	4	10 MB	    Download
misc	40K	160K	7K	8	-0.07	467K	11	19K	0.37	0.01	17	9	2 MB	    Download
misc	110K	450K	7K	8	-0.06	1M	11	19K	0.36	0.01	17	9	4 MB	    Download
misc	358K	2M	211K	8	-	5M	13	642K	0.40	0.00	17	9	14 MB	    Download
misc	87K	522K	58K	11	0.20	3M	33	329K	0.42	0.00	21	9	4 MB	    Download
misc	51K	201K	7K	7	-0.06	555K	10	19K	0.35	0.01	17	9	2 MB	    Download
misc	21K	82K	3K	7	-0.06	295K	14	11K	0.27	0.03	21	9	844 KB	    Download
misc	87K	522K	58K	11	0.20	3M	33	329K	0.42	0.00	21	9	4 MB	    Download
misc	644K	4M	909K	13	1.00	33M	51	4M	0.77	0.00	29	9	20 MB	    Download
misc	644K	6M	909K	9.59	-	-	-	-	-	-	-	-	34 MB	    Download
misc	5M	20M	3K	4.33	-	-	-	-	-	-	-	-	79 MB	    Download
misc	17K	1M	269	169	0.22	125M	7K	14K	0.52	0.47	99	68	3 MB	    Download
misc	9K	266K	176	56	0.26	22M	2K	8K	0.17	0.50	88	21	949 KB	    Download
misc	480	17K	155	71	-0.07	250K	521	3K	0.19	0.18	45	10	61 KB	    Download
misc	480	17K	155	71	-0.06	251K	522	3K	0.19	0.18	45	10	61 KB	    Download
misc	1K	6K	10	9	0.73	-	-	-	-	-	7	2	24 KB	    Download
misc	1K	6K	10	9	0.73	-	-	-	-	-	7	2	24 KB	    Download
misc	200	920	10	9	0.68	-	-	-	-	-	7	2	4 KB	    Download
misc	200	920	10	9	0.68	-	-	-	-	-	7	2	4 KB	    Download
misc	2K	10K	10	9	0.73	-	-	-	-	-	7	2	41 KB	    Download
misc	2K	10K	10	9	0.73	-	-	-	-	-	7	2	42 KB	    Download
misc	3K	16K	10	9	0.74	-	-	-	-	-	7	2	64 KB	    Download
misc	450	2K	10	9	0.71	-	-	-	-	-	7	2	9 KB	    Download
misc	450	2K	10	9	0.71	-	-	-	-	-	7	2	9 KB	    Download
misc	5K	25K	10	9	0.74	-	-	-	-	-	7	2	91 KB	    Download
misc	800	4K	10	9	0.72	-	-	-	-	-	7	2	16 KB	    Download
misc	968	5K	10	9	0.72	-	-	-	-	-	7	2	19 KB	    Download
misc	4K	94K	105	45	-0.14	642K	155	2K	0.15	0.13	39	19	949 KB	    Download
misc	3K	57K	80	35	-0.09	223K	69	1K	0.11	0.10	30	15	557 KB	    Download
misc	2K	61K	120	51	-0.15	1M	466	2K	0.35	0.31	45	23	635 KB	    Download
misc	-	-	-	-	-	-	-	-	-	-	-	-	363 KB	    Download
misc	62	124	30	4	-0.13	-	-	-	-	-	5	2	2 KB	    Download
misc	6	15	7	5	-0.43	57	9	13	1.31	0.79	5	4	1 KB	    Download
misc	28	99	22	7	-0.63	321	11	54	0.66	0.30	5	5	1 KB	    Download
misc	172	649	44	7	-0.65	726	4	58	0.21	0.07	5	5	3 KB	    Download
misc	1K	5K	78	7	-0.73	945	-	46	0.02	0.01	5	5	13 KB	    Download
misc	13K	51K	98	7	-0.79	1K	-	39	0.00	0.00	5	4	129 KB	    Download
misc	206K	822K	125	7	-0.85	2K	-	43	0.00	0.00	5	4	2 MB	    Download
misc	6M	24M	167	4.00	-	-	-	-	-	-	-	-	81 MB	    Download
misc	8	21	9	5	-0.56	87	10	19	1.45	0.71	5	4	1 KB	    Download
misc	46	168	36	7	-0.63	540	11	70	0.65	0.21	5	5	1 KB	    Download
misc	276	1K	65	7	-0.75	893	3	48	0.16	0.04	6	4	3 KB	    Download
misc	2K	8K	114	7	-0.76	1K	-	75	0.03	0.01	6	5	20 KB	    Download
misc	21K	81K	148	7	-0.83	2K	-	57	0.00	0.00	6	5	214 KB	    Download
misc	21K	81K	148	7	-0.83	2K	-	57	0.00	0.00	6	5	214 KB	    Download
misc	334K	1M	184	7	-0.88	3K	-	60	0.00	0.00	6	5	4 MB	    Download
misc	10M	39M	231	4.00	-	-	-	-	-	-	-	-	135 MB	    Download
misc	10	66	18	13	-0.17	784	78	96	1.01	0.95	12	11	1 KB	    Download
misc	33K	160K	24	9	0.58	923K	28	154	0.59	0.59	13	10	427 KB	    Download
misc	66K	342K	27	10	0.59	2M	32	202	0.59	0.59	14	14	941 KB	    Download
misc	131K	729K	28	11	0.59	5M	36	216	0.59	0.59	15	10	2 MB	    Download
misc	262K	2M	31	11	0.59	11M	40	282	0.59	0.59	16	15	4 MB	    Download
misc	524K	3M	30	12	0.59	24M	45	264	0.59	0.59	18	15	10 MB	    Download
misc	1M	7M	36	13	0.59	53M	50	388	0.59	0.59	18	14	21 MB	    Download
misc	2M	14M	37	13	0.59	118M	56	385	0.59	0.59	19	9	46 MB	    Download
misc	4M	30M	36	14	0.59	258M	61	425	0.59	0.59	20	18	100 MB	    Download
misc	8M	64M	40	15	0.59	564M	67	505	0.59	0.59	21	15	109 MB	    Download
misc	17M	133M	40	15	0.59	1B	73	496	0.59	0.59	21	21	467 MB	    Download
misc	23K	996K	172	88	-0.05	60M	3K	6K	0.76	0.57	65	37	12 MB	    Download
misc	738	38K	384	103	-0.14	2M	2K	16K	0.25	0.25	88	13	182 KB	    Download
misc	62K	261K	307	8	-0.48	-	-	-	-	-	12	2	703 KB	    Download
misc	75K	274K	201	7	-0.42	-	-	-	-	-	11	2	799 KB	    Download
misc	63K	321K	200	10	-0.29	57	-	1	0.00	0.00	12	3	903 KB	    Download
misc	47K	2M	288	99	0.62	174M	4K	15K	0.64	0.58	101	44	18 MB	    Download
misc	2M	3M	12	2	0.13	362K	-	7	0.05	0.06	4	4	10 MB	    Download
misc	1M	2M	9	2	0.12	201K	-	8	0.05	0.06	4	3	5 MB	    Download
misc	1M	2M	12	2	0.13	249K	-	11	0.05	0.06	4	3	7 MB	    Download
misc	14M	17M	8	1.20	-	-	-	-	-	-	-	-	79 MB	    Download
misc	24M	29M	9	1.20	-	-	-	-	-	-	-	-	113 MB	    Download
misc	120	790	26	13	-0.05	5K	45	126	0.51	0.41	11	5	6 KB	    Download
